"","t","date","dw","hour","dwh","total_electricity","cluster","outdoor_temp","cluster_hour","cluster_hour_int"
"1",2016-01-01 00:00:00,2016-01-01,"5",1,97,7.56686716523552,"7",1.6575,"Cl_7_h_1","146"
"2",2016-01-01 01:00:00,2016-01-01,"5",2,98,7.39861554347597,"7",2.22375,"Cl_7_h_2","157"
"3",2016-01-01 03:00:00,2016-01-01,"5",4,100,7.47077370231083,"7",2.6025,"Cl_7_h_4","163"
"4",2016-01-01 04:00:00,2016-01-01,"5",5,101,7.89760311437473,"7",2.555,"Cl_7_h_5","164"
"5",2016-01-01 05:00:00,2016-01-01,"5",6,102,7.03200667033126,"7",2.4775,"Cl_7_h_6","165"
"6",2016-01-01 02:00:00,2016-01-01,"5",3,99,8.06924281697533,"7",2.53875,"Cl_7_h_3","162"
"7",2016-01-01 07:00:00,2016-01-01,"5",8,104,8.86438623427765,"7",1.775,"Cl_7_h_8","167"
"8",2016-01-01 08:00:00,2016-01-01,"5",9,105,7.23997632299184,"7",1.8475,"Cl_7_h_9","168"
"9",2016-01-01 09:00:00,2016-01-01,"5",10,106,6.31122072515054,"7",1.99375,"Cl_7_h_10","147"
"10",2016-01-01 06:00:00,2016-01-01,"5",7,103,8.69996892194111,"7",2.04,"Cl_7_h_7","166"
"11",2016-01-01 11:00:00,2016-01-01,"5",12,108,8.03045539794564,"7",2.55375,"Cl_7_h_12","149"
"12",2016-01-01 12:00:00,2016-01-01,"5",13,109,6.40197614251802,"7",2.475,"Cl_7_h_13","150"
"13",2016-01-01 13:00:00,2016-01-01,"5",14,110,5.92197995292051,"7",2.43,"Cl_7_h_14","151"
"14",2016-01-01 14:00:00,2016-01-01,"5",15,111,6.98077900325576,"7",2.43,"Cl_7_h_15","152"
"15",2016-01-01 15:00:00,2016-01-01,"5",16,112,7.20366745918683,"7",2.3925,"Cl_7_h_16","153"
"16",2016-01-01 16:00:00,2016-01-01,"5",17,113,7.09345911705971,"7",2.2325,"Cl_7_h_17","154"
"17",2016-01-01 17:00:00,2016-01-01,"5",18,114,8.3097080491223,"7",2.0125,"Cl_7_h_18","155"
"18",2016-01-01 18:00:00,2016-01-01,"5",19,115,7.7903892024767,"7",1.7425,"Cl_7_h_19","156"
"19",2016-01-01 19:00:00,2016-01-01,"5",20,116,8.26395190096371,"7",1.4425,"Cl_7_h_20","158"
"20",2016-01-01 20:00:00,2016-01-01,"5",21,117,6.61153355950747,"7",1.33,"Cl_7_h_21","159"
"21",2016-01-01 21:00:00,2016-01-01,"5",22,118,6.70366698745081,"7",1.37375,"Cl_7_h_22","160"
"22",2016-01-01 22:00:00,2016-01-01,"5",23,119,7.04176438357679,"7",1.3125,"Cl_7_h_23","161"
"23",2016-01-01 10:00:00,2016-01-01,"5",11,107,7.02584327223105,"7",2.36875,"Cl_7_h_11","148"
"24",2016-01-02 00:00:00,2016-01-02,"6",1,121,7.1899698742368,"7",1.295,"Cl_7_h_1","146"
"25",2016-01-02 01:00:00,2016-01-02,"6",2,122,7.76125222997239,"7",1.33125,"Cl_7_h_2","157"
"26",2016-01-02 02:00:00,2016-01-02,"6",3,123,8.07408596847299,"7",1.2025,"Cl_7_h_3","162"
"27",2016-01-02 03:00:00,2016-01-02,"6",4,124,7.18343097647001,"7",1.0625,"Cl_7_h_4","163"
"28",2016-01-02 04:00:00,2016-01-02,"6",5,125,8.50747165569298,"7",0.9725,"Cl_7_h_5","164"
"29",2016-01-02 05:00:00,2016-01-02,"6",6,126,8.53671894523142,"7",0.59375,"Cl_7_h_6","165"
"30",2016-01-02 06:00:00,2016-01-02,"6",7,127,8.03548228114771,"7",0.17375,"Cl_7_h_7","166"
"31",2016-01-02 07:00:00,2016-01-02,"6",8,128,9.37904131262759,"7",-0.53125,"Cl_7_h_8","167"
"32",2016-01-02 08:00:00,2016-01-02,"6",9,129,10.2866200086293,"7",-1.7425,"Cl_7_h_9","168"
"33",2016-01-02 09:00:00,2016-01-02,"6",10,130,8.52741412614919,"7",-2.84125,"Cl_7_h_10","147"
"34",2016-01-02 10:00:00,2016-01-02,"6",11,131,8.66290698580277,"7",-3.40875,"Cl_7_h_11","148"
"35",2016-01-02 11:00:00,2016-01-02,"6",12,132,8.42836440469088,"7",-3.72125,"Cl_7_h_12","149"
"36",2016-01-02 12:00:00,2016-01-02,"6",13,133,8.62168725574178,"7",-3.93625,"Cl_7_h_13","150"
"37",2016-01-02 13:00:00,2016-01-02,"6",14,134,7.79814383927578,"7",-4.39375,"Cl_7_h_14","151"
"38",2016-01-02 14:00:00,2016-01-02,"6",15,135,9.43258090820642,"7",-5.03,"Cl_7_h_15","152"
"39",2016-01-02 15:00:00,2016-01-02,"6",16,136,9.39338240650577,"7",-5.60125,"Cl_7_h_16","153"
"40",2016-01-02 16:00:00,2016-01-02,"6",17,137,10.203546073899,"7",-6.31875,"Cl_7_h_17","154"
"41",2016-01-02 17:00:00,2016-01-02,"6",18,138,10.5558695297001,"7",-6.66125,"Cl_7_h_18","155"
"42",2016-01-02 18:00:00,2016-01-02,"6",19,139,9.7380029391223,"7",-6.73625,"Cl_7_h_19","156"
"43",2016-01-02 19:00:00,2016-01-02,"6",20,140,10.7860831037646,"7",-6.71375,"Cl_7_h_20","158"
"44",2016-01-02 20:00:00,2016-01-02,"6",21,141,9.97723004081171,"7",-6.68,"Cl_7_h_21","159"
"45",2016-01-02 21:00:00,2016-01-02,"6",22,142,10.5164535970492,"7",-6.73625,"Cl_7_h_22","160"
"46",2016-01-02 22:00:00,2016-01-02,"6",23,143,10.125025388234,"7",-6.92625,"Cl_7_h_23","161"
"47",2016-01-01 23:00:00,2016-01-02,"6",0,120,8.3423128035334,"7",1.1725,"Cl_7_h_0","145"
"48",2016-01-02 23:00:00,2016-01-03,"7",0,144,12.2559059476507,"7",-7.13875,"Cl_7_h_0","145"
"49",2016-01-03 00:00:00,2016-01-03,"7",1,145,12.0621935603202,"7",-7.5225,"Cl_7_h_1","146"
"50",2016-01-03 01:00:00,2016-01-03,"7",2,146,11.1478906565614,"7",-7.89125,"Cl_7_h_2","157"
"51",2016-01-03 03:00:00,2016-01-03,"7",4,148,12.0599556979477,"7",-8.8175,"Cl_7_h_4","163"
"52",2016-01-03 04:00:00,2016-01-03,"7",5,149,13.4527307185244,"7",-8.84,"Cl_7_h_5","164"
"53",2016-01-03 05:00:00,2016-01-03,"7",6,150,12.8142734993659,"7",-9.22125,"Cl_7_h_6","165"
"54",2016-01-03 06:00:00,2016-01-03,"7",7,151,12.3457552420921,"7",-9.64375,"Cl_7_h_7","166"
"55",2016-01-03 07:00:00,2016-01-03,"7",8,152,13.017609394798,"7",-10.24125,"Cl_7_h_8","167"
"56",2016-01-03 08:00:00,2016-01-03,"7",9,153,12.9306711581567,"7",-10.56125,"Cl_7_h_9","168"
"57",2016-01-03 09:00:00,2016-01-03,"7",10,154,11.7253595162758,"7",-10.56125,"Cl_7_h_10","147"
"58",2016-01-03 10:00:00,2016-01-03,"7",11,155,11.2517464504263,"7",-9.95625,"Cl_7_h_11","148"
"59",2016-01-03 11:00:00,2016-01-03,"7",12,156,10.7019512530833,"7",-9.34375,"Cl_7_h_12","149"
"60",2016-01-03 12:00:00,2016-01-03,"7",13,157,10.8349476588912,"7",-8.93375,"Cl_7_h_13","150"
"61",2016-01-03 13:00:00,2016-01-03,"7",14,158,10.186549031013,"7",-8.62375,"Cl_7_h_14","151"
"62",2016-01-03 14:00:00,2016-01-03,"7",15,159,11.4191992928663,"7",-8.29875,"Cl_7_h_15","152"
"63",2016-01-03 02:00:00,2016-01-03,"7",3,147,11.7255974175134,"7",-8.4875,"Cl_7_h_3","162"
"64",2016-01-03 16:00:00,2016-01-03,"7",17,161,12.8647263184994,"7",-9.1275,"Cl_7_h_17","154"
"65",2016-01-03 17:00:00,2016-01-03,"7",18,162,12.911512111157,"7",-9.7075,"Cl_7_h_18","155"
"66",2016-01-03 18:00:00,2016-01-03,"7",19,163,12.9683328574596,"7",-10.28,"Cl_7_h_19","156"
"67",2016-01-03 19:00:00,2016-01-03,"7",20,164,13.9842389921107,"7",-10.6325,"Cl_7_h_20","158"
"68",2016-01-03 20:00:00,2016-01-03,"7",21,165,12.3918313793151,"7",-10.775,"Cl_7_h_21","159"
"69",2016-01-03 21:00:00,2016-01-03,"7",22,166,12.8308039570922,"7",-10.80125,"Cl_7_h_22","160"
"70",2016-01-03 22:00:00,2016-01-03,"7",23,167,13.6651721546025,"7",-10.7775,"Cl_7_h_23","161"
"71",2016-01-03 15:00:00,2016-01-03,"7",16,160,11.4736784327912,"7",-8.46,"Cl_7_h_16","153"
"72",2016-01-03 23:00:00,2016-01-04,"1",0,0,13.5951542626689,"1",-10.66375,"Cl_1_h_0","1"
"73",2016-01-04 00:00:00,2016-01-04,"1",1,1,13.4802812681124,"1",-10.7375,"Cl_1_h_1","2"
"74",2016-01-04 02:00:00,2016-01-04,"1",3,3,14.6908853326246,"1",-10.865,"Cl_1_h_3","18"
"75",2016-01-04 03:00:00,2016-01-04,"1",4,4,14.0135024928292,"1",-10.87625,"Cl_1_h_4","19"
"76",2016-01-04 04:00:00,2016-01-04,"1",5,5,14.6618422036623,"1",-10.85375,"Cl_1_h_5","20"
"77",2016-01-04 01:00:00,2016-01-04,"1",2,2,14.8381653020825,"1",-10.895,"Cl_1_h_2","13"
"78",2016-01-04 06:00:00,2016-01-04,"1",7,7,15.0592220005968,"1",-10.70375,"Cl_1_h_7","22"
"79",2016-01-04 07:00:00,2016-01-04,"1",8,8,68.5725877954357,"1",-10.61375,"Cl_1_h_8","23"
"80",2016-01-04 08:00:00,2016-01-04,"1",9,9,49.2543918417508,"1",-10.54875,"Cl_1_h_9","24"
"81",2016-01-04 05:00:00,2016-01-04,"1",6,6,15.3878713219482,"1",-10.7825,"Cl_1_h_6","21"
"82",2016-01-04 10:00:00,2016-01-04,"1",11,11,60.3071205089968,"1",-9.4875,"Cl_1_h_11","4"
"83",2016-01-04 11:00:00,2016-01-04,"1",12,12,59.0117762163774,"1",-8.68375,"Cl_1_h_12","5"
"84",2016-01-04 12:00:00,2016-01-04,"1",13,13,58.249415573872,"1",-7.675,"Cl_1_h_13","6"
"85",2016-01-04 13:00:00,2016-01-04,"1",14,14,55.2793202872329,"1",-6.995,"Cl_1_h_14","7"
"86",2016-01-04 14:00:00,2016-01-04,"1",15,15,55.3019004031235,"1",-6.61125,"Cl_1_h_15","8"
"87",2016-01-04 15:00:00,2016-01-04,"1",16,16,53.1817321938069,"1",-6.72375,"Cl_1_h_16","9"
"88",2016-01-04 16:00:00,2016-01-04,"1",17,17,55.1377300818051,"1",-7.3325,"Cl_1_h_17","10"
"89",2016-01-04 17:00:00,2016-01-04,"1",18,18,51.9690639350839,"1",-7.70375,"Cl_1_h_18","11"
"90",2016-01-04 18:00:00,2016-01-04,"1",19,19,38.1988213281182,"1",-7.6975,"Cl_1_h_19","12"
"91",2016-01-04 19:00:00,2016-01-04,"1",20,20,38.7589677672841,"1",-7.50375,"Cl_1_h_20","14"
"92",2016-01-04 20:00:00,2016-01-04,"1",21,21,37.0408314385762,"1",-7.4975,"Cl_1_h_21","15"
"93",2016-01-04 21:00:00,2016-01-04,"1",22,22,0.154628587622565,"1",-7.55,"Cl_1_h_22","16"
"94",2016-01-04 09:00:00,2016-01-04,"1",10,10,64.432199759527,"1",-10.13625,"Cl_1_h_10","3"
"95",2016-01-04 22:00:00,2016-01-04,"1",23,23,2.44497971789875,"1",-7.73125,"Cl_1_h_23","17"
"96",2016-01-05 00:00:00,2016-01-05,"2",1,25,5.0542399581067,"1",-8.0875,"Cl_1_h_1","2"
"97",2016-01-05 01:00:00,2016-01-05,"2",2,26,5.88563604869143,"1",-8.1125,"Cl_1_h_2","13"
"98",2016-01-05 02:00:00,2016-01-05,"2",3,27,6.37830758394149,"1",-8.04375,"Cl_1_h_3","18"
"99",2016-01-04 23:00:00,2016-01-05,"2",0,24,3.38001057664838,"1",-8.03375,"Cl_1_h_0","1"
"100",2016-01-05 04:00:00,2016-01-05,"2",5,29,8.51398038538678,"1",-8.15125,"Cl_1_h_5","20"
"101",2016-01-05 05:00:00,2016-01-05,"2",6,30,8.49161623074905,"1",-8.5,"Cl_1_h_6","21"
"102",2016-01-05 06:00:00,2016-01-05,"2",7,31,8.99327096906365,"1",-8.78,"Cl_1_h_7","22"
"103",2016-01-05 03:00:00,2016-01-05,"2",4,28,7.21502120937234,"1",-8.03625,"Cl_1_h_4","19"
"104",2016-01-05 08:00:00,2016-01-05,"2",9,33,44.0417676527976,"1",-8.89,"Cl_1_h_9","24"
"105",2016-01-05 09:00:00,2016-01-05,"2",10,34,57.2938039495648,"1",-8.67,"Cl_1_h_10","3"
"106",2016-01-05 10:00:00,2016-01-05,"2",11,35,56.665650855151,"1",-8.345,"Cl_1_h_11","4"
"107",2016-01-05 07:00:00,2016-01-05,"2",8,32,61.1723271881913,"1",-8.84,"Cl_1_h_8","23"
"108",2016-01-05 12:00:00,2016-01-05,"2",13,37,52.6079521633989,"1",-7.4825,"Cl_1_h_13","6"
"109",2016-01-05 13:00:00,2016-01-05,"2",14,38,51.4226806099578,"1",-7.1,"Cl_1_h_14","7"
"110",2016-01-05 14:00:00,2016-01-05,"2",15,39,52.0150102317314,"1",-6.935,"Cl_1_h_15","8"
"111",2016-01-05 15:00:00,2016-01-05,"2",16,40,51.3382013869889,"1",-6.9525,"Cl_1_h_16","9"
"112",2016-01-05 16:00:00,2016-01-05,"2",17,41,52.0254242968743,"1",-7.1275,"Cl_1_h_17","10"
"113",2016-01-05 17:00:00,2016-01-05,"2",18,42,48.7640681936556,"1",-7.21,"Cl_1_h_18","11"
"114",2016-01-05 18:00:00,2016-01-05,"2",19,43,35.6425282728195,"1",-7.42875,"Cl_1_h_19","12"
"115",2016-01-05 19:00:00,2016-01-05,"2",20,44,36.2717919186852,"1",-7.75375,"Cl_1_h_20","14"
"116",2016-01-05 20:00:00,2016-01-05,"2",21,45,33.4979757886507,"1",-8.02625,"Cl_1_h_21","15"
"117",2016-01-05 21:00:00,2016-01-05,"2",22,46,0.17686503567026,"1",-8.345,"Cl_1_h_22","16"
"118",2016-01-05 22:00:00,2016-01-05,"2",23,47,1.72453398078201,"1",-8.6675,"Cl_1_h_23","17"
"119",2016-01-05 11:00:00,2016-01-05,"2",12,36,53.2129034127438,"1",-8.00875,"Cl_1_h_12","5"
"120",2016-01-05 23:00:00,2016-01-06,"3",0,48,2.59639169305888,"1",-8.66125,"Cl_1_h_0","1"
"121",2016-01-06 00:00:00,2016-01-06,"3",1,49,3.92480870059899,"1",-8.52125,"Cl_1_h_1","2"
"122",2016-01-06 02:00:00,2016-01-06,"3",3,51,4.95723134180102,"1",-8.355,"Cl_1_h_3","18"
"123",2016-01-06 03:00:00,2016-01-06,"3",4,52,5.80503964818514,"1",-8.4,"Cl_1_h_4","19"
"124",2016-01-06 04:00:00,2016-01-06,"3",5,53,6.64840630805881,"1",-8.4,"Cl_1_h_5","20"
"125",2016-01-06 05:00:00,2016-01-06,"3",6,54,6.59276290314423,"1",-8.18125,"Cl_1_h_6","21"
"126",2016-01-06 06:00:00,2016-01-06,"3",7,55,7.73270759928273,"1",-8.05,"Cl_1_h_7","22"
"127",2016-01-06 07:00:00,2016-01-06,"3",8,56,59.7536316620922,"1",-8.05,"Cl_1_h_8","23"
"128",2016-01-06 08:00:00,2016-01-06,"3",9,57,42.9843263539526,"1",-7.99375,"Cl_1_h_9","24"
"129",2016-01-06 09:00:00,2016-01-06,"3",10,58,55.7072857511033,"1",-7.90375,"Cl_1_h_10","3"
"130",2016-01-06 10:00:00,2016-01-06,"3",11,59,54.6538914102395,"1",-7.65125,"Cl_1_h_11","4"
"131",2016-01-06 11:00:00,2016-01-06,"3",12,60,53.5878371517835,"1",-7.18875,"Cl_1_h_12","5"
"132",2016-01-06 12:00:00,2016-01-06,"3",13,61,52.9524316454782,"1",-6.9275,"Cl_1_h_13","6"
"133",2016-01-06 13:00:00,2016-01-06,"3",14,62,50.7132158978344,"1",-6.815,"Cl_1_h_14","7"
"134",2016-01-06 01:00:00,2016-01-06,"3",2,50,4.53647945870843,"1",-8.355,"Cl_1_h_2","13"
"135",2016-01-06 15:00:00,2016-01-06,"3",16,64,51.0663459511343,"1",-6.9275,"Cl_1_h_16","9"
"136",2016-01-06 16:00:00,2016-01-06,"3",17,65,48.7783708553766,"1",-6.98375,"Cl_1_h_17","10"
"137",2016-01-06 17:00:00,2016-01-06,"3",18,66,48.7640569202547,"1",-6.87125,"Cl_1_h_18","11"
"138",2016-01-06 18:00:00,2016-01-06,"3",19,67,33.849445236478,"1",-6.8325,"Cl_1_h_19","12"
"139",2016-01-06 19:00:00,2016-01-06,"3",20,68,34.5900704891565,"1",-6.8075,"Cl_1_h_20","14"
"140",2016-01-06 20:00:00,2016-01-06,"3",21,69,33.817424905427,"1",-6.90125,"Cl_1_h_21","15"
"141",2016-01-06 21:00:00,2016-01-06,"3",22,70,0,"1",-7.1925,"Cl_1_h_22","16"
"142",2016-01-06 22:00:00,2016-01-06,"3",23,71,1.61974747974472,"1",-7.32,"Cl_1_h_23","17"
"143",2016-01-06 14:00:00,2016-01-06,"3",15,63,50.7939761403845,"1",-6.9075,"Cl_1_h_15","8"
"144",2016-01-07 00:00:00,2016-01-07,"4",1,73,2.8461983644326,"1",-7.5225,"Cl_1_h_1","2"
"145",2016-01-07 01:00:00,2016-01-07,"4",2,74,4.07297522280401,"1",-7.41,"Cl_1_h_2","13"
"146",2016-01-07 02:00:00,2016-01-07,"4",3,75,4.48329604572157,"1",-7.41,"Cl_1_h_3","18"
"147",2016-01-06 23:00:00,2016-01-07,"4",0,72,3.0705185416267,"1",-7.56375,"Cl_1_h_0","1"
"148",2016-01-07 04:00:00,2016-01-07,"4",5,77,5.0807312070696,"1",-7.01,"Cl_1_h_5","20"
"149",2016-01-07 05:00:00,2016-01-07,"4",6,78,5.52918751553789,"1",-6.8775,"Cl_1_h_6","21"
"150",2016-01-07 06:00:00,2016-01-07,"4",7,79,6.52013359452462,"1",-6.8075,"Cl_1_h_7","22"
"151",2016-01-07 07:00:00,2016-01-07,"4",8,80,60.3658674459131,"1",-6.62625,"Cl_1_h_8","23"
"152",2016-01-07 08:00:00,2016-01-07,"4",9,81,39.6939397713068,"1",-6.34,"Cl_1_h_9","24"
"153",2016-01-07 09:00:00,2016-01-07,"4",10,82,53.4006652853638,"1",-6.1825,"Cl_1_h_10","3"
"154",2016-01-07 10:00:00,2016-01-07,"4",11,83,52.8860340114823,"1",-5.91,"Cl_1_h_11","4"
"155",2016-01-07 11:00:00,2016-01-07,"4",12,84,49.6015432517923,"1",-5.3225,"Cl_1_h_12","5"
"156",2016-01-07 12:00:00,2016-01-07,"4",13,85,49.7736975439361,"1",-4.8225,"Cl_1_h_13","6"
"157",2016-01-07 13:00:00,2016-01-07,"4",14,86,49.4733417300246,"1",-4.6425,"Cl_1_h_14","7"
"158",2016-01-07 14:00:00,2016-01-07,"4",15,87,47.7614214136921,"1",-4.72,"Cl_1_h_15","8"
"159",2016-01-07 15:00:00,2016-01-07,"4",16,88,47.1794275162157,"1",-4.84875,"Cl_1_h_16","9"
"160",2016-01-07 16:00:00,2016-01-07,"4",17,89,46.3165830255553,"1",-4.95875,"Cl_1_h_17","10"
"161",2016-01-07 17:00:00,2016-01-07,"4",18,90,46.8976140635926,"1",-4.8,"Cl_1_h_18","11"
"162",2016-01-07 18:00:00,2016-01-07,"4",19,91,33.3174471643891,"1",-4.2425,"Cl_1_h_19","12"
"163",2016-01-07 19:00:00,2016-01-07,"4",20,92,31.5232665067843,"1",-3.73625,"Cl_1_h_20","14"
"164",2016-01-07 20:00:00,2016-01-07,"4",21,93,31.7989825794117,"1",-3.17125,"Cl_1_h_21","15"
"165",2016-01-07 21:00:00,2016-01-07,"4",22,94,0,"1",-2.8825,"Cl_1_h_22","16"
"166",2016-01-07 22:00:00,2016-01-07,"4",23,95,0.772595808657723,"1",-2.4475,"Cl_1_h_23","17"
"167",2016-01-07 03:00:00,2016-01-07,"4",4,76,4.91937508029241,"1",-7.285,"Cl_1_h_4","19"
"168",2016-01-07 23:00:00,2016-01-08,"5",0,96,1.50976591416103,"1",-1.9875,"Cl_1_h_0","1"
"169",2016-01-08 00:00:00,2016-01-08,"5",1,97,1.86194373699058,"1",-1.7975,"Cl_1_h_1","2"
"170",2016-01-08 01:00:00,2016-01-08,"5",2,98,2.34827177359637,"1",-1.6725,"Cl_1_h_2","13"
"171",2016-01-08 03:00:00,2016-01-08,"5",4,100,3.28414672658929,"1",-0.87125,"Cl_1_h_4","19"
"172",2016-01-08 04:00:00,2016-01-08,"5",5,101,4.03822015468428,"1",-0.03875,"Cl_1_h_5","20"
"173",2016-01-08 05:00:00,2016-01-08,"5",6,102,3.58294435427605,"1",1.21875,"Cl_1_h_6","21"
"174",2016-01-08 02:00:00,2016-01-08,"5",3,99,2.3021299246448,"1",-1.2575,"Cl_1_h_3","18"
"175",2016-01-08 07:00:00,2016-01-08,"5",8,104,53.2213433983789,"1",2.59,"Cl_1_h_8","23"
"176",2016-01-08 08:00:00,2016-01-08,"5",9,105,36.1051085930519,"1",2.75375,"Cl_1_h_9","24"
"177",2016-01-08 09:00:00,2016-01-08,"5",10,106,47.067387433289,"1",3.055,"Cl_1_h_10","3"
"178",2016-01-08 10:00:00,2016-01-08,"5",11,107,45.7766186135923,"1",3.22,"Cl_1_h_11","4"
"179",2016-01-08 11:00:00,2016-01-08,"5",12,108,42.1995104796655,"1",3.70125,"Cl_1_h_12","5"
"180",2016-01-08 12:00:00,2016-01-08,"5",13,109,41.5946074642158,"1",4.49625,"Cl_1_h_13","6"
"181",2016-01-08 13:00:00,2016-01-08,"5",14,110,39.5269819868764,"1",5.0625,"Cl_1_h_14","7"
"182",2016-01-08 14:00:00,2016-01-08,"5",15,111,40.9188760874886,"1",5.2325,"Cl_1_h_15","8"
"183",2016-01-08 15:00:00,2016-01-08,"5",16,112,38.2169308471584,"1",5.24,"Cl_1_h_16","9"
"184",2016-01-08 16:00:00,2016-01-08,"5",17,113,38.0401713111572,"1",5.24,"Cl_1_h_17","10"
"185",2016-01-08 17:00:00,2016-01-08,"5",18,114,38.9989926108535,"1",5.08375,"Cl_1_h_18","11"
"186",2016-01-08 18:00:00,2016-01-08,"5",19,115,26.0092819151995,"1",5.02125,"Cl_1_h_19","12"
"187",2016-01-08 06:00:00,2016-01-08,"5",7,103,3.90260926940043,"1",2.135,"Cl_1_h_7","22"
"188",2016-01-08 20:00:00,2016-01-08,"5",21,117,26.5095260227488,"1",4.95875,"Cl_1_h_21","15"
"189",2016-01-08 21:00:00,2016-01-08,"5",22,118,0,"1",4.70375,"Cl_1_h_22","16"
"190",2016-01-08 22:00:00,2016-01-08,"5",23,119,0,"1",4.01125,"Cl_1_h_23","17"
"191",2016-01-08 19:00:00,2016-01-08,"5",20,116,25.0520954654079,"1",5.04,"Cl_1_h_20","14"
"192",2016-01-08 23:00:00,2016-01-09,"6",0,120,0,"7",3.595,"Cl_7_h_0","145"
"193",2016-01-09 00:00:00,2016-01-09,"6",1,121,0.179531136643423,"7",2.95,"Cl_7_h_1","146"
"194",2016-01-09 01:00:00,2016-01-09,"6",2,122,0.398466095449694,"7",1.97125,"Cl_7_h_2","157"
"195",2016-01-09 03:00:00,2016-01-09,"6",4,124,1.46877988427606,"7",1.21625,"Cl_7_h_4","163"
"196",2016-01-09 04:00:00,2016-01-09,"6",5,125,1.30159451474169,"7",0.63375,"Cl_7_h_5","164"
"197",2016-01-09 05:00:00,2016-01-09,"6",6,126,1.79114922973587,"7",-0.1125,"Cl_7_h_6","165"
"198",2016-01-09 02:00:00,2016-01-09,"6",3,123,0.575221807281016,"7",1.3875,"Cl_7_h_3","162"
"199",2016-01-09 07:00:00,2016-01-09,"6",8,128,1.99771198134813,"7",-1.34125,"Cl_7_h_8","167"
"200",2016-01-09 08:00:00,2016-01-09,"6",9,129,2.68785936789316,"7",-1.54,"Cl_7_h_9","168"
"201",2016-01-09 09:00:00,2016-01-09,"6",10,130,1.92267114083528,"7",-0.58375,"Cl_7_h_10","147"
"202",2016-01-09 06:00:00,2016-01-09,"6",7,127,2.11267930858953,"7",-0.76625,"Cl_7_h_7","166"
"203",2016-01-09 11:00:00,2016-01-09,"6",12,132,1.30193168094543,"7",2.85375,"Cl_7_h_12","149"
"204",2016-01-09 12:00:00,2016-01-09,"6",13,133,1.63662537944675,"7",3.5925,"Cl_7_h_13","150"
"205",2016-01-09 13:00:00,2016-01-09,"6",14,134,1.4170713939845,"7",3.67,"Cl_7_h_14","151"
"206",2016-01-09 14:00:00,2016-01-09,"6",15,135,1.55520492670376,"7",3.73625,"Cl_7_h_15","152"
"207",2016-01-09 15:00:00,2016-01-09,"6",16,136,2.09438816753205,"7",3.3275,"Cl_7_h_16","153"
"208",2016-01-09 16:00:00,2016-01-09,"6",17,137,2.19749423712663,"7",2.4925,"Cl_7_h_17","154"
"209",2016-01-09 17:00:00,2016-01-09,"6",18,138,2.01182983215977,"7",1.69625,"Cl_7_h_18","155"
"210",2016-01-09 18:00:00,2016-01-09,"6",19,139,2.1435361864557,"7",1.08625,"Cl_7_h_19","156"
"211",2016-01-09 19:00:00,2016-01-09,"6",20,140,2.8905490300196,"7",0.39875,"Cl_7_h_20","158"
"212",2016-01-09 20:00:00,2016-01-09,"6",21,141,3.26788321444066,"7",-0.14,"Cl_7_h_21","159"
"213",2016-01-09 21:00:00,2016-01-09,"6",22,142,3.28743850356077,"7",-0.45875,"Cl_7_h_22","160"
"214",2016-01-09 22:00:00,2016-01-09,"6",23,143,4.03492709985183,"7",-0.7475,"Cl_7_h_23","161"
"215",2016-01-09 10:00:00,2016-01-09,"6",11,131,2.08601547992029,"7",0.97125,"Cl_7_h_11","148"
"216",2016-01-10 00:00:00,2016-01-10,"7",1,145,3.64709788892317,"7",-1.3025,"Cl_7_h_1","146"
"217",2016-01-10 01:00:00,2016-01-10,"7",2,146,4.45202916437129,"7",-1.51125,"Cl_7_h_2","157"
"218",2016-01-10 02:00:00,2016-01-10,"7",3,147,4.20765549697123,"7",-1.74375,"Cl_7_h_3","162"
"219",2016-01-10 03:00:00,2016-01-10,"7",4,148,4.55383168040811,"7",-1.4875,"Cl_7_h_4","163"
"220",2016-01-10 04:00:00,2016-01-10,"7",5,149,4.20211690631644,"7",-1.03125,"Cl_7_h_5","164"
"221",2016-01-10 05:00:00,2016-01-10,"7",6,150,4.84595167401682,"7",-0.645,"Cl_7_h_6","165"
"222",2016-01-10 06:00:00,2016-01-10,"7",7,151,5.243699772405,"7",-0.40375,"Cl_7_h_7","166"
"223",2016-01-10 07:00:00,2016-01-10,"7",8,152,5.90039458212078,"7",-0.25875,"Cl_7_h_8","167"
"224",2016-01-10 08:00:00,2016-01-10,"7",9,153,4.57608248020683,"7",-0.10375,"Cl_7_h_9","168"
"225",2016-01-10 09:00:00,2016-01-10,"7",10,154,4.5351163249318,"7",0.30375,"Cl_7_h_10","147"
"226",2016-01-10 10:00:00,2016-01-10,"7",11,155,4.46367682602768,"7",0.71,"Cl_7_h_11","148"
"227",2016-01-10 11:00:00,2016-01-10,"7",12,156,4.04503700352938,"7",1.36125,"Cl_7_h_12","149"
"228",2016-01-09 23:00:00,2016-01-10,"7",0,144,3.50150983521581,"7",-1.16,"Cl_7_h_0","145"
"229",2016-01-10 13:00:00,2016-01-10,"7",14,158,4.63012120426065,"7",1.985,"Cl_7_h_14","151"
"230",2016-01-10 14:00:00,2016-01-10,"7",15,159,5.42942152083563,"7",2.07625,"Cl_7_h_15","152"
"231",2016-01-10 15:00:00,2016-01-10,"7",16,160,4.55665076175661,"7",2.57125,"Cl_7_h_16","153"
