"","t","electricity_no_hvac","cooling_electricity","heating_electricity","dw","total_electricity","DHeating","temperature","windSpeed","windBearing","sunAltitude","GHI","nhours","cluster","cluster_train","cluster_pred","dep","m1","m2","m","mt","ml","temp_dep_h","temp_dep_c","GHI_dep","windSpeed_dep","status","temp_dep_c_m1","temp_dep_h_m1","GHI_dep_m1","windSpeed_dep_m1","windBearing_m1","temp_dep_c_m2","temp_dep_h_m2","GHI_dep_m2","windSpeed_dep_m2","windBearing_m2"
"327",2016-11-22,257.534863667521,0,116.89685521957,"2",374.43171888709,350.690565658709,9.57546993221274,1.38583333333333,150.541666666667,28.1134101583136,20.407525,24,"3","3","3",1,0,0,0,0,0,2.32532839583726,0,20.407525,1.38583333333333,0,0,0,0,0,0,0,0,0,0,0
"328",2016-11-23,260.103411304184,0,105.24721239053,"3",365.350623694713,302.606780171189,6.90985991117546,0.60125,121.145833333333,27.9124215235957,36.8697791666667,24,"3","3","3",1,0,0,0,0,0,4.99093841687455,0,36.8697791666667,0.60125,0,0,0,0,0,0,0,0,0,0,0
"329",2016-11-24,260.555520781085,0,125.548213840329,"4",386.103734621414,366.713532719749,5.57269735720233,1.65,57.1875,27.7178637554116,24.1340666666667,24,"3","3","3",1,0,0,0,0,0,6.32810097084768,0,24.1340666666667,1.65,0,0,0,0,0,0,0,0,0,0,0
"330",2016-11-25,263.470935447353,0,174.317907142369,"5",437.788842589722,470.658349284397,1.68866609080462,0.87875,57.25,27.5298174456398,16.8616125,24,"3","3","3",1,0,0,0,0,0,10.2121322372454,0,16.8616125,0.87875,0,0,0,0,0,0,0,0,0,0,0
"331",2016-11-26,4.177311877686,0,14.5113393456805,"6",18.6886512233665,39.1806162333375,0.872801906897876,2.11125,238.208333333333,27.348360942413,15.086525,24,"7","7","7",1,0,0,0,0,0,11.0279964211521,0,15.086525,2.11125,0,0,0,0,0,0,0,0,0,0,0
"332",2016-11-27,3.53157272842658,0,46.3570829061376,"7",49.8886556345642,128.367247578878,4.3737130143229,3.10291666666667,289.625,27.1735702788677,35.2271375,24,"7","7","7",1,0,0,0,0,0,7.52708531372711,0,35.2271375,3.10291666666667,0,0,0,0,0,0,0,0,0,0,0
"333",2016-11-28,262.922453784389,0,294.533311999557,"1",557.455765783946,795.239942398805,0.230799056294694,2.28708333333333,319.166666666667,27.005519102921,40.2574583333333,24,"1","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",2016-11-29,263.508454808816,0,253.371233492454,"2",516.87968830127,684.102330429626,-2.46854927360028,2.16916666666667,251.875,26.8442786082237,39.3387625,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",2016-11-30,262.175243738319,0,280.987181125889,"3",543.162424864208,758.665389039901,0.838969980081184,3.84166666666667,247.208333333333,26.689917466443,16.0738416666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",2016-12-01,261.243472375696,0,205.918856961067,"4",467.162329336762,617.463113963102,6.34637358076212,5.52833333333333,265.625,26.542501761024,14.4422291666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",2016-12-02,258.13392264239,0,160.538750804259,"5",418.672673446649,441.070005909335,4.71292516714234,3.81583333333333,294.458333333333,26.4020949225825,36.8197875,24,"3","3","3",1,0,0,0,0,0,7.18787316090766,0,36.8197875,3.81583333333333,0,0,0,0,0,0,0,0,0,0,0
"338",2016-12-03,1.84325450829945,0,7.16234006011707,"6",9.00559456841652,19.3383181623161,-0.939417103681229,1.38708333333333,261.458333333333,26.2687576660796,38.6678916666667,24,"7","7","7",1,0,0,0,0,0,12.8402154317312,0,38.6678916666667,1.38708333333333,0,0,0,0,0,0,0,0,0,0,0
"339",2016-12-04,4.01350728228886,0,57.5802634171899,"7",61.5937706994787,155.466711226413,-1.58688953695031,1.00166666666667,227.666666666667,26.1425479299252,26.3034208333333,24,"7","7","7",1,0,0,0,0,0,13.4876878650003,0,26.3034208333333,1.00166666666667,0,0,0,0,0,0,0,0,0,0,0
"340",2016-12-05,263.803545131822,0,324.157980159983,"1",587.961525291805,875.226546431954,-2.87732605912774,1.05541666666667,207.458333333333,26.0235208171596,31.9342541666667,24,"1","1","1",1,0,0,0,0,0,14.7781243871777,0,31.9342541666667,1.05541666666667,0,0,0,0,0,0,0,0,0,0,0
"341",2016-12-06,262.190524166319,0,260.861517761553,"2",523.052041927872,704.326097956193,0.13596997229824,2.33416666666667,257.5,25.9117285388546,12.7867875,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342",2016-12-07,260.543631406982,0,252.832992462047,"3",513.376623869029,682.649079647527,1.84709844461549,2.76041666666667,176.541666666667,25.8072203598767,30.4517041666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",2016-12-08,262.103120396876,0,177.812473542707,"4",439.915593939583,513.369836851455,7.08016249016112,3.5,228.75,25.710042547148,29.8021541666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344",2016-12-09,260.263420583524,0,157.063489469439,"5",417.326910052963,471.190468408318,7.57096989613419,3.36,240.708333333333,25.6202383205367,11.8850333333333,24,"3","3","3",1,0,0,0,0,0,4.32982843191582,0,11.8850333333333,3.36,0,0,0,0,0,0,0,0,0,0,0
"345",2016-12-10,1.20416665952838,0,7.56571388142652,"6",8.7698805409549,22.6971416442796,8.99845440569916,3.40833333333333,239.75,25.5378478065055,16.3599166666667,24,"7","7","7",1,0,0,0,0,0,2.90234392235084,0,16.3599166666667,3.40833333333333,0,0,0,0,0,0,0,0,0,0,0
"346",2016-12-11,4.05370365860746,0,37.0678310238364,"7",41.1215346824438,111.203493071509,7.35529732609027,3.75041666666667,248.375,25.4629079946368,15.0037708333333,24,"7","7","7",1,0,0,0,0,0,4.54550100195974,0,15.0037708333333,3.75041666666667,0,0,0,0,0,0,0,0,0,0,0
"347",2016-12-12,262.029793281316,0,266.84506007279,"1",528.874853354106,752.074152999973,3.73557747086296,2.41375,173.5,25.3954526971525,22.7541958333333,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348",2016-12-13,258.348675942727,0,257.8094787447,"2",516.158154687427,696.08559261069,0.697203417600323,0.939166666666667,170.583333333333,25.335512511533,19.9774958333333,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349",2016-12-14,261.445035737391,0,203.274630572374,"3",464.719666309765,589.782701171843,4.21936458883537,1.49125,286.375,25.2831147863391,11.0429583333333,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350",2016-12-15,260.702460096008,0,229.965724322104,"4",490.668184418112,620.907455669681,2.7328923819658,1.58625,110.541666666667,25.2382835903269,14.4249041666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351",2016-12-16,258.49761963177,0,205.913408804984,"5",464.411028436754,555.966203773456,1.10323570333291,1.95458333333333,140.583333333333,25.2010396849425,33.9262666666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352",2016-12-17,1.65213191243528,0,36.3361327101899,"6",37.9882646226251,98.1075583175126,-1.10610875914949,1.42416666666667,242.541666666667,25.1714005002695,12.2718458333333,24,"7","7","7",1,0,0,0,0,0,13.0069070871995,0,12.2718458333333,1.42416666666667,0,0,0,0,0,0,0,0,0,0,0
"353",2016-12-18,6.58088002040127,0,89.609018864157,"7",96.1898988845583,251.185954209973,4.07426721450755,1.88375,224.375,25.1493801144985,13.0060166666667,24,"7","7","7",1,0,0,0,0,0,7.82653111354246,0,13.0060166666667,1.88375,0,0,0,0,0,0,0,0,0,0,0
"354",2016-12-19,259.503465554622,0,344.21043906575,"1",603.713904620373,933.966794325082,4.14248029646803,1.1825,131.958333333333,25.134989236973,15.8320916666667,24,"1","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355",2016-12-20,258.324360262183,0,282.857786099034,"2",541.182146361218,763.716022467393,0.0993235850612996,2.07208333333333,112.458333333333,25.1282351948614,11.2011541666667,24,"1","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356",2016-12-21,261.514068180794,0,259.611849477389,"3",521.125917658183,700.95199358895,-0.204623453339493,2.17458333333333,178.375,25.1291219234903,25.4073791666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357",2016-12-22,259.96927193874,0,278.278729580123,"4",538.248001518863,751.352569866332,0.661861303032793,2.10083333333333,196.125,25.1376499603677,14.1609375,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358",2016-12-23,259.488907323879,0,268.052702301477,"5",527.541609625357,723.742296213989,3.11214153954468,2.54208333333333,214.333333333333,25.1538164429127,13.319225,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",2016-12-24,4.1700547394607,0,42.0039297520985,"6",46.1739844915592,121.582022068084,4.4459114466275,4.00291666666667,219.75,25.1776151098966,16.4778,24,"7","7","7",1,0,0,0,0,0,7.45488688142251,0,16.4778,4.00291666666667,0,0,0,0,0,0,0,0,0,0,0
"360",2016-12-25,2.99789108203377,0,76.2414171130872,"7",79.239308195121,225.104629150332,7.28489216402646,4.32541666666667,245.5,25.2090363065942,12.9819875,24,"7","7","7",1,0,0,0,0,0,4.61590616402355,0,12.9819875,4.32541666666667,0,0,0,0,0,0,0,0,0,0,0
"361",2016-12-26,4.92116674461965,0,70.0477454039237,"1",74.9689121485433,208.205246528849,8.48149419266559,5.50125,245.416666666667,25.2480669936285,11.41615,24,"7","7","7",1,0,0,0,0,0,3.41930413538442,0,11.41615,5.50125,0,0,0,0,0,0,0,0,0,0,0
"362",2016-12-27,261.399073673095,0,287.029672017111,"2",548.428745690206,861.089016051333,6.35804468831678,5.76916666666667,284.916666666667,25.2946907594852,15.4357083333333,24,"1","1","1",1,0,0,0,0,0,5.54275363973323,0,15.4357083333333,5.76916666666667,0,0,0,0,0,0,0,0,0,0,0
"363",2016-12-28,264.69757601611,0,204.937260529251,"3",469.634836545361,614.811781587753,6.16029243439387,2.24791666666667,315.625,25.3488878366622,13.0398583333333,24,"2","3","3",1,0,0,0,0,0,5.74050589365614,0,13.0398583333333,2.24791666666667,0,0,0,0,0,0,0,0,0,0,0
"364",2016-12-29,262.426162038104,0,211.301158557499,"4",473.727320595604,586.87619443772,4.04449004453948,1.25791666666667,242.875,25.410635121409,15.9238916666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",2016-12-30,260.943241302385,0,211.052274272591,"5",471.995515574976,569.841140535995,-0.199710946696292,1.29916666666667,199.333333333333,25.4799061970015,33.8937291666667,24,"2","2","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",2016-12-31,1.43306271625542,0,114.199709113875,"6",115.63277183013,308.339214607462,0.0323250299792126,2.36375,229.125,25.5566713604884,32.4380208333333,24,"7","7","7",1,0,0,0,0,0,11.8684732980708,0,32.4380208333333,2.36375,0,0,0,0,0,0,0,0,0,0,0
"367",2017-01-01,2.03360076382413,0,171.647469397963,"7",173.681070161787,463.448167374499,2.38052639162593,2.685,212.958333333333,25.640897652836,17.4319583333333,24,"7","7","7",1,1,0,1,1,0,9.52027193642407,0,17.4319583333333,2.685,0,0,9.52027193642407,17.4319583333333,2.685,212.958333333333,0,0,0,0,0
"368",2017-01-02,219.937597447121,0,439.761219629989,"1",659.69881707711,1187.35529300097,0.831788583447606,2.83208333333333,263.083333333333,25.7325488923892,15.990625,24,"1","1","2",1,1,0,1,1,0,11.0690097446024,0,15.990625,2.83208333333333,0,0,11.0690097446024,15.990625,2.83208333333333,263.083333333333,0,0,0,0,0
"369",2017-01-03,221.791561256817,0,325.420220162139,"2",547.211781418957,878.634594437777,2.34762607179595,5.35541666666667,245.791666666667,25.8315857115589,11.8496916666667,24,"1","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,245.791666666667,0,0,0,0,0
"370",2017-01-04,221.209976786774,0,275.780615674842,"3",496.990592461616,744.607662322074,2.85975629149248,5.49625,280.583333333333,25.9379655966372,21.5831875,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,280.583333333333,0,0,0,0,0
"371",2017-01-05,220.028834995574,0,297.499854955425,"4",517.528689951,803.249608379649,-2.46738183863701,3.13625,287.166666666667,26.051642930635,26.0714291666667,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,287.166666666667,0,0,0,0,0
"372",2017-01-06,220.258633321786,0,332.07039607066,"5",552.329029392446,896.590069390782,-6.33251117061528,1.61666666666667,293.895833333333,26.1725690390311,32.9810791666667,24,"1","2","1",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,293.895833333333,0,0,0,0,0
"373",2017-01-07,2.24760872761794,0,107.201518489948,"6",109.449127217566,289.444099922861,-5.80797514258578,2.37416666666667,196.125,26.3006922383111,17.9138916666667,24,"7","7","7",1,1,0,1,1,0,17.7087734706358,0,17.9138916666667,2.37416666666667,0,0,17.7087734706358,17.9138916666667,2.37416666666667,196.125,0,0,0,0,0
"374",2017-01-08,2.3256867211288,0,201.191542819829,"7",203.517229540958,543.217165613539,-2.25483416486117,0.98625,114.416666666667,26.4359578871739,12.8338625,24,"7","7","7",1,1,0,1,1,0,14.1556324929112,0,12.8338625,0.98625,0,0,14.1556324929112,12.8338625,0.98625,114.416666666667,0,0,0,0,0
"375",2017-01-09,220.830346639146,0,480.970731058494,"1",701.80107769764,1298.62097385793,-1.20634400415999,1.34541666666667,187.916666666667,26.578308440276,11.4315583333333,24,"1","1","2",1,1,0,1,1,0,13.10714233221,0,11.4315583333333,1.34541666666667,0,0,13.10714233221,11.4315583333333,1.34541666666667,187.916666666667,0,0,0,0,0
"376",2017-01-10,224.545999459858,0,344.092377561979,"2",568.638377021837,929.049419417343,-1.56558517601143,2.79958333333333,152.958333333333,26.7276835043783,30.6510291666667,24,"1","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,152.958333333333,0,0,0,0,0
"377",2017-01-11,222.086298548146,0,365.984059169054,"3",588.0703577172,988.156959756445,-3.24966862947992,3.93666666666667,184.791666666667,26.8840198967576,16.184725,24,"1","2","1",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,184.791666666667,0,0,0,0,0
"378",2017-01-12,221.21483184458,0,295.49497919508,"4",516.709811039661,797.836443826717,3.39599984888839,4.88958333333333,231.875,27.0472517057417,18.3345458333333,24,"2","2","3",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,231.875,0,0,0,0,0
"379",2017-01-13,221.893050198522,0,255.808968547142,"5",477.702018745664,690.684215077284,1.68937267845015,3.95,219.583333333333,27.2173103532234,19.4639208333333,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,219.583333333333,0,0,0,0,0
"380",2017-01-14,2.68726759641713,0,49.2083327260463,"6",51.8956003224634,132.862498360325,0.286165979809395,2.49333333333333,223.708333333333,27.394124659006,18.4075083333333,24,"7","7","7",1,1,0,1,1,0,11.6146323482406,0,18.4075083333333,2.49333333333333,0,0,11.6146323482406,18.4075083333333,2.49333333333333,223.708333333333,0,0,0,0,0
"381",2017-01-15,3.233684902826,0,109.735628494376,"7",112.969313397202,296.286196934816,0.569832977759455,3.03708333333333,281.375,27.5776209068346,16.0986375,24,"7","7","7",1,1,0,1,1,0,11.3309653502906,0,16.0986375,3.03708333333333,0,0,11.3309653502906,16.0986375,3.03708333333333,281.375,0,0,0,0,0
"382",2017-01-16,223.926121072636,0,391.459994964714,"1",615.386116037351,1056.94198640473,-1.49866389992695,1.85791666666667,318.541666666667,27.7677229119604,27.1254166666667,24,"1","1","2",1,1,0,1,1,0,13.399462227977,0,27.1254166666667,1.85791666666667,0,0,13.399462227977,27.1254166666667,1.85791666666667,318.541666666667,0,0,0,0,0
"383",2017-01-17,220.310369421733,0,252.672377477234,"2",472.982746898967,682.215419188532,-2.78813465593192,0.804583333333333,268.333333333333,27.9643520900938,42.5292083333333,24,"2","2","1",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,268.333333333333,0,0,0,0,0
"384",2017-01-18,220.059986561252,0,291.721345932139,"3",511.781332493391,787.647634016776,-4.27048384595627,1.27125,223.75,28.1674275275921,17.8387333333333,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,223.75,0,0,0,0,0
"385",2017-01-19,219.100758003659,0,297.290185526275,"4",516.390943529933,802.683500920942,-2.76749855394593,1.72458333333333,209.708333333333,28.3768660527367,24.397125,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,209.708333333333,0,0,0,0,0
"386",2017-01-20,220.442425220065,0,276.915264176054,"5",497.357689396119,747.671213275345,0.231903476982423,1.6425,237.791666666667,28.5925823079515,22.478175,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,237.791666666667,0,0,0,0,0
"387",2017-01-21,1.94317818813218,0,30.6810915572576,"6",32.6242697453898,82.8389472045955,1.72982564050094,1.18791666666667,209.041666666667,28.8144888228174,16.4186083333333,24,"7","7","7",1,1,0,1,1,0,10.1709726875491,0,16.4186083333333,1.18791666666667,0,0,10.1709726875491,16.4186083333333,1.18791666666667,209.041666666667,0,0,0,0,0
"388",2017-01-22,3.64293901978382,0,62.3249034516247,"7",65.9678424714086,168.277239319387,0.282779470230291,1.67541666666667,96.4583333333333,29.0424960877389,46.86495,24,"7","7","7",1,1,0,1,1,0,11.6180188578197,0,46.86495,1.67541666666667,0,0,11.6180188578197,46.86495,1.67541666666667,96.4583333333333,0,0,0,0,0
"389",2017-01-23,222.584643210828,0,380.074976806184,"1",602.659620017012,1026.2024373767,-2.76966484847916,1.29208333333333,233.208333333333,29.2765126281257,13.4787,24,"1","1","1",1,1,0,1,1,0,14.6704631765292,0,13.4787,1.29208333333333,0,0,14.6704631765292,13.4787,1.29208333333333,233.208333333333,0,0,0,0,0
"390",2017-01-24,219.156264939639,0,341.294989116867,"2",560.451254056506,921.49647061554,-0.589413148125675,1.62208333333333,259.291666666667,29.5164450789468,14.8675583333333,24,"1","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,259.291666666667,0,0,0,0,0
"391",2017-01-25,221.451605526706,0,301.425843446267,"3",522.877448972973,813.84977730492,0.574038045827827,1.13375,227.541666666667,29.7621982595284,17.4105458333333,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,227.541666666667,0,0,0,0,0
"392",2017-01-26,218.547014208465,0,241.942170155011,"4",460.489184363476,653.24385941853,0.66860127666738,2.02333333333333,109.166666666667,30.013675248462,41.8529875,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,109.166666666667,0,0,0,0,0
"393",2017-01-27,221.092860073103,0,221.221826451711,"5",442.314686524814,597.298931419619,-1.29686854526178,2.06083333333333,122.75,30.2707774584993,56.4708958333333,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,122.75,0,0,0,0,0
"394",2017-01-28,2.17155790371973,0,38.3258242989468,"6",40.4973822026665,103.479725607156,-3.16029572980692,2.12,127.083333333333,30.5334047113116,54.5438125,24,"7","7","7",1,1,0,1,1,0,15.0610940578569,0,54.5438125,2.12,0,0,15.0610940578569,54.5438125,2.12,127.083333333333,0,0,0,0,0
"395",2017-01-29,2.95820213462368,0,89.1880406075114,"7",92.1462427421351,243.760217699071,0.521674417875109,1.8075,176.75,30.8014553119973,50.6273125,24,"7","7","7",1,1,0,1,1,0,11.3791239101749,0,50.6273125,1.8075,0,0,11.3791239101749,50.6273125,1.8075,176.75,0,0,0,0,0
"396",2017-01-30,217.191833198694,0,366.438232682414,"1",583.630065881108,989.383228242518,0.397019160360015,2.28625,143.125,31.074826123225,23.0835166666667,24,"1","1","2",1,1,0,1,1,0,11.50377916769,0,23.0835166666667,2.28625,0,0,11.50377916769,23.0835166666667,2.28625,143.125,0,0,0,0,0
"397",2017-01-31,222.197368982472,0,307.141712885353,"2",529.339081867825,829.282624790454,0.0446474848509145,1.86541666666667,100.75,31.3534126389073,19.9011875,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,100.75,0,0,0,0,0
"398",2017-02-01,220.816952110428,0,296.968825682869,"3",517.785777793296,801.815829343745,-0.244053131387026,1.64416666666667,96.7083333333333,31.6371090573025,19.8922416666667,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,96.7083333333333,0,0,0,0,0
"399",2017-02-02,221.484733680497,0,297.957199550639,"4",519.441933231136,804.484438786727,-1.87867511901935,1.98208333333333,116.75,31.9258083534479,36.1994875,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,116.75,0,0,0,0,0
"400",2017-02-03,222.318672793075,0,273.708926968523,"5",496.027599761598,739.014102815012,1.32896664369832,1.83416666666667,111.166666666667,32.2194023508377,21.2650541666667,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,111.166666666667,0,0,0,0,0
"401",2017-02-04,1.5375150347343,0,39.6166617361113,"6",41.1541767708456,106.9649866875,2.31211474597331,1.79583333333333,114.958333333333,32.5177817922545,31.2899375,24,"7","7","7",1,1,0,1,1,0,9.5886835820767,0,31.2899375,1.79583333333333,0,0,9.5886835820767,31.2899375,1.79583333333333,114.958333333333,0,0,0,0,0
"402",2017-02-05,1.77271738161619,0,93.9077487308678,"7",95.680466112484,253.550921573343,1.80358388044309,1.94916666666667,77.3333333333333,32.8208364096803,22.2256791666667,24,"7","7","7",1,1,0,1,1,0,10.0972144476069,0,22.2256791666667,1.94916666666667,0,0,10.0972144476069,22.2256791666667,1.94916666666667,77.3333333333333,0,0,0,0,0
"403",2017-02-06,220.251859507317,0,384.933332663642,"1",605.185192170959,1039.31999819183,-0.718937612521347,2.47,58.0416666666667,33.1284549932112,22.6773583333333,24,"1","1","2",1,1,0,1,1,0,12.6197359405714,0,22.6773583333333,2.47,0,0,12.6197359405714,22.6773583333333,2.47,58.0416666666667,0,0,0,0,0
"404",2017-02-07,220.163899103245,0,314.34424086183,"2",534.508139965075,848.729450326941,-0.982489410097636,2.44291666666667,60.5416666666667,33.440525458906,20.1627,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,60.5416666666667,0,0,0,0,0
"405",2017-02-08,218.091322155891,0,310.604703295282,"3",528.696025451172,838.632698897261,-3.39672673455209,2.70708333333333,71.9166666666667,33.7569349155096,28.2356583333333,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,71.9166666666667,0,0,0,0,0
"406",2017-02-09,222.40783730355,0,302.28726985763,"4",524.69510716118,816.175628615602,-3.71208121584152,2.7625,82.125,34.0775697299895,47.2747791666667,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,82.125,0,0,0,0,0
"407",2017-02-10,221.815488126187,0,282.406418090879,"5",504.221906217066,762.497328845374,-2.79655097165692,3.58208333333333,78.2083333333333,34.4023155918365,58.5209791666667,24,"2","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,78.2083333333333,0,0,0,0,0
"408",2017-02-11,2.17797505094518,0,59.3150867672151,"6",61.4930618181603,160.150734271481,-2.13124937014529,3.53125,76.5,34.7310575760813,36.7089375,24,"7","7","7",1,1,0,1,1,0,14.0320476981953,0,36.7089375,3.53125,0,0,14.0320476981953,36.7089375,3.53125,76.5,0,0,0,0,0
"409",2017-02-12,3.26946293289064,0,134.521553775753,"7",137.791016708643,363.208195194533,-1.73204254244593,3.18875,75.0833333333333,35.0636802049861,32.7094458333333,24,"7","7","7",1,1,0,1,1,0,13.6328408704959,0,32.7094458333333,3.18875,0,0,13.6328408704959,32.7094458333333,3.18875,75.0833333333333,0,0,0,0,0
"410",2017-02-13,222.795787204797,0,362.863959417603,"1",585.659746622401,979.73269042753,-2.69576174408559,2.165,69.5416666666667,35.4000675083729,83.6104666666667,24,"1","1","1",1,1,0,1,1,0,14.5965600721356,0,83.6104666666667,2.165,0,0,14.5965600721356,83.6104666666667,2.165,69.5416666666667,0,0,0,0,0
"411",2017-02-14,222.824555317171,0,218.881831858741,"2",441.706387175911,593.459404995281,-2.17697486063131,1.62416666666667,79.125,35.7401030825596,81.0758541666667,24,"2","2","1",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,79.125,0,0,0,0,0
"412",2017-02-15,219.727579518708,0,125.133668537627,"3",344.861248056335,348.0318150836,2.66256045953849,1.06041666666667,136.666666666667,36.0836701478732,88.104625,24,"3","2","2",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,136.666666666667,0,0,0,0,0
"413",2017-02-16,221.42437719579,0,78.1488653594127,"4",299.573242555203,219.146338951794,4.54339744537819,1.32083333333333,215.333333333333,36.430651604719,83.7053,24,"3","3","3",1,1,0,1,1,0,7.35740088267182,0,83.7053,1.32083333333333,0,0,7.35740088267182,83.7053,1.32083333333333,215.333333333333,0,0,0,0,0
"414",2017-02-17,221.685951078711,0,108.395435141889,"5",330.0813862206,312.589434625683,5.15653844916293,2.21458333333333,249.166666666667,36.7809300881879,26.4540625,24,"3","3","3",1,1,0,1,1,0,6.74425987888708,0,26.4540625,2.21458333333333,0,0,6.74425987888708,26.4540625,2.21458333333333,249.166666666667,0,0,0,0,0
"415",2017-02-18,2.98697635983233,0,7.09824547593797,"6",10.0852218357703,19.1652627850325,4.09076053709223,1.85791666666667,262.125,37.1343880211844,26.3873041666667,24,"7","7","7",1,1,0,1,1,0,7.81003779095777,0,26.3873041666667,1.85791666666667,0,0,7.81003779095777,26.3873041666667,1.85791666666667,262.125,0,0,0,0,0
"416",2017-02-19,4.09687424658731,0,31.2975717461008,"7",35.3944459926881,86.5211610748428,4.32307090689456,2.68375,217.125,37.4909076660701,60.0970083333333,24,"7","7","7",1,1,0,1,1,0,7.57772742115545,0,60.0970083333333,2.68375,0,0,7.57772742115545,60.0970083333333,2.68375,217.125,0,0,0,0,0
"417",2017-02-20,220.745657558009,0,227.563552855305,"1",448.309210413315,680.479981253028,6.8687474787987,4.24083333333333,227.583333333333,37.850371174809,34.05965,24,"2","3","2",1,1,0,1,1,0,5.03205084925131,0,34.05965,4.24083333333333,0,0,5.03205084925131,34.05965,4.24083333333333,227.583333333333,0,0,0,0,0
"418",2017-02-21,222.530077438033,0,119.41218837158,"2",341.942265809614,358.236565114741,7.99402641954236,4.16083333333333,265.166666666667,38.2126606376166,47.5749666666667,24,"3","3","3",1,1,0,1,1,0,3.90677190850765,0,47.5749666666667,4.16083333333333,0,0,3.90677190850765,47.5749666666667,4.16083333333333,265.166666666667,0,0,0,0,0
"419",2017-02-22,219.745664058542,0,125.558586814103,"3",345.304250872645,376.675760442309,7.26903427982685,4.75,235.208333333333,38.5776581301092,35.8339166666667,24,"3","3","3",1,1,0,1,1,0,4.63176404822316,0,35.8339166666667,4.75,0,0,4.63176404822316,35.8339166666667,4.75,235.208333333333,0,0,0,0,0
