"","t","electricity_no_hvac","cooling_electricity","heating_electricity","dw","total_electricity","DHeating","temperature","windSpeed","windBearing","sunAltitude","GHI","nhours","cluster","cluster_train","cluster_pred","dep","m1","m2","m","mt","ml","temp_dep_h","temp_dep_c","GHI_dep","windSpeed_dep","status","temp_dep_c_m1","temp_dep_h_m1","GHI_dep_m1","windSpeed_dep_m1","windBearing_m1","temp_dep_c_m2","temp_dep_h_m2","GHI_dep_m2","windSpeed_dep_m2","windBearing_m2"
"73",2016-03-13,4.37999255860459,0,43.9482669302316,"7",48.3282594888362,118.660320711625,2.05699427072548,2.75333333333333,30.375,45.9672028395362,45.2219958333333,24,"7","7","7",1,0,0,0,0,0,9.84380405732453,0,45.2219958333333,2.75333333333333,0,0,0,0,0,0,0,0,0,0,0
"74",2016-03-14,260.795207017292,0,176.237799895128,"1",437.03300691242,493.623902528764,4.26271439850696,1.87833333333333,207.958333333333,46.3620105106997,140.270045833333,24,"3","3","3",1,0,0,0,0,0,7.63808392954305,0,140.270045833333,1.87833333333333,0,0,0,0,0,0,0,0,0,0,0
"75",2016-03-15,258.10304706382,0,116.068257818566,"2",374.171304882386,332.651603256931,4.83821126330401,3.45041666666667,124.833333333333,46.7570879675414,52.85305,24,"3","3","3",1,0,0,0,0,0,7.062587064746,0,52.85305,3.45041666666667,0,0,0,0,0,0,0,0,0,0,0
"76",2016-03-16,261.871414512488,0,39.5682624821947,"3",301.439676994682,108.769346369172,5.37756156633715,3.54166666666667,55.0833333333333,47.1523261734369,179.150091666667,24,"3","3","3",1,0,0,0,0,0,6.52323676171286,0,179.150091666667,3.54166666666667,0,0,0,0,0,0,0,0,0,0,0
"77",2016-03-17,261.923141779483,0,18.4201468336221,"4",280.343288613106,50.173935708991,4.89829027919611,1.70583333333333,158.583333333333,47.5476167825973,177.421129166667,24,"3","3","3",1,0,0,0,0,0,7.0025080488539,0,177.421129166667,1.70583333333333,0,0,0,0,0,0,0,0,0,0,0
"78",2016-03-18,260.820817985379,0,36.7367937235431,"5",297.557611708922,104.216410780372,4.21943650240289,3.07625,296.708333333333,47.9428521556586,56.4614083333333,24,"3","3","3",1,0,0,0,0,0,7.68136182564712,0,56.4614083333333,3.07625,0,0,0,0,0,0,0,0,0,0,0
"79",2016-03-19,3.72870682494105,0,0,"6",3.72870682494105,0,6.24081625873059,2.57666666666667,180.5,48.3379253742267,111.833583333333,24,"7","7","7",1,0,0,0,0,0,5.65998206931941,0,111.833583333333,2.57666666666667,0,0,0,0,0,0,0,0,0,0,0
"80",2016-03-20,3.4233075646949,0,0.684887252538151,"7",4.10819481723306,1.87368999854701,5.81419814311815,4.23041666666667,262.791666666667,48.7327302543938,59.1035041666667,24,"7","7","7",1,0,0,0,0,0,6.08660018493186,0,59.1035041666667,4.23041666666667,0,0,0,0,0,0,0,0,0,0,0
"81",2016-03-21,262.725591759614,0,144.346686544722,"1",407.072278304336,420.263124752604,5.75357967228175,4.46416666666667,264.708333333333,49.1271613592453,78.4010291666667,24,"3","3","3",1,0,0,0,0,0,6.14721865576826,0,78.4010291666667,4.46416666666667,0,0,0,0,0,0,0,0,0,0,0
"82",2016-03-22,263.626326679123,0,87.9950878787375,"2",351.621414557861,263.985263636212,6.4101712611075,3.58083333333333,281.625,49.5211140103644,93.1788583333333,24,"3","3","3",1,0,0,0,0,0,5.49062706694251,0,93.1788583333333,3.58083333333333,0,0,0,0,0,0,0,0,0,0,0
"83",2016-03-23,260.908195165445,0,97.4955130012376,"3",358.403708166682,277.302123628729,5.82483638264455,2.42,287.541666666667,49.9144842983521,71.7056083333333,24,"3","3","3",1,0,0,0,0,0,6.07596194540546,0,71.7056083333333,2.42,0,0,0,0,0,0,0,0,0,0,0
"84",2016-03-24,2.11961778763795,0,0,"4",2.11961778763795,0,4.65934606704152,2.02916666666667,268.583333333333,50.3071690923715,106.20475,24,"7","7","7",1,0,0,0,0,0,7.24145226100849,0,106.20475,2.02916666666667,0,0,0,0,0,0,0,0,0,0,0
"85",2016-03-25,3.54427759262738,0,0,"5",3.54427759262738,0,6.26017803216527,2.97291666666667,216.416666666667,50.699066048727,71.6497625,24,"7","7","7",1,0,0,0,0,0,5.64062029588474,0,71.6497625,2.97291666666667,0,0,0,0,0,0,0,0,0,0,0
"86",2016-03-26,2.43337208136939,0,1.48454215778879,"6",3.91791423915818,4.45362647336636,9.42348126488354,2.91041666666667,245.875,51.0900736184838,183.286791666667,24,"7","7","7",1,0,0,0,0,0,2.47731706316647,0,183.286791666667,2.91041666666667,0,0,0,0,0,0,0,0,0,0,0
"87",2016-03-27,3.3205062823167,0,0,"7",3.3205062823167,0,9.30902129361238,3.87739130434783,185.173913043478,51.4800910541407,149.542991304348,23,"7","7","7",1,0,0,0,0,0,2.59177703443763,0,149.542991304348,3.87739130434783,0,0,0,0,0,0,0,0,0,0,0
"88",2016-03-28,2.9705640932405,0,0,"1",2.9705640932405,0,10.3599084380024,3.51041666666667,170.916666666667,51.8690184153535,161.891583333333,24,"7","7","7",1,0,0,0,0,0,1.54088989004756,0,161.891583333333,3.51041666666667,0,0,0,0,0,0,0,0,0,0,0
