"","t","total_electricity","outdoor_temp","s","daypart","weekday","outdoor_temp_h","outdoor_temp_lp_h","outdoor_temp_c","outdoor_temp_lp_c","daypart_fs_sin_1","daypart_fs_cos_1","daypart_fs_sin_2","daypart_fs_cos_2","daypart_fs_sin_3","daypart_fs_cos_3"
"19",2015-12-08 07:00:00,9127.16196589777,8.9,"02","1","2",8.83333333333333,13.9549781632812,0,0,0.965925826289068,-0.258819045102521,-0.5,-0.866025403784439,-0.707106781186548,0.707106781186547
"20",2015-12-08 08:00:00,14161.9762563781,8.8,"02","2","2",5.86666666666667,10.7827967544359,0,0,0.866025403784439,-0.5,-0.866025403784438,-0.5,-2.44929359829471e-16,1
"21",2015-12-08 09:00:00,14864.1083341488,9.4,"02","2","2",5.26666666666667,10.6668918938285,0,0,0.707106781186548,-0.707106781186547,-1,-1.83697019872103e-16,0.707106781186547,0.707106781186548
"22",2015-12-08 10:00:00,15491.8643657366,11,"02","2","2",3.66666666666667,10.5198032435856,0,0,0.5,-0.866025403784439,-0.866025403784439,0.5,1,3.06161699786838e-16
"23",2015-12-08 11:00:00,15183.8143237107,12.6,"02","2","2",2.06666666666667,10.3421860371286,0,0,0.258819045102521,-0.965925826289068,-0.5,0.866025403784438,0.707106781186548,-0.707106781186547
"24",2015-12-08 12:00:00,14990.1035765629,13.6,"02","3","2",3,12.0806222664074,0,0,1.22464679914735e-16,-1,-2.44929359829471e-16,1,3.67394039744206e-16,-1
"25",2015-12-08 13:00:00,11049.8382642358,14.8,"02","3","2",1.8,11.86460595211,0,0,-0.25881904510252,-0.965925826289068,0.499999999999999,0.866025403784439,-0.707106781186548,-0.707106781186547
"26",2015-12-08 14:00:00,8179.14489962719,15.9,"02","3","2",0.700000000000001,11.6300153829926,0,0,-0.5,-0.866025403784439,0.866025403784439,0.5,-1,-4.28626379701574e-16
"27",2015-12-08 15:00:00,7509.76048398181,16.2,"02","3","2",0.400000000000002,11.3940504316818,0,0,-0.707106781186547,-0.707106781186548,1,3.06161699786838e-16,-0.707106781186548,0.707106781186547
"28",2015-12-08 16:00:00,8151.39264358883,15.1,"02","4","2",0.433333333333334,10.119490093568,0,0,-0.866025403784438,-0.5,0.866025403784439,-0.499999999999999,-4.89858719658941e-16,1
"29",2015-12-08 18:00:00,7353.79280504619,11.2,"02","4","2",4.33333333333333,9.9979114356907,0,0,-1,-1.83697019872103e-16,3.67394039744206e-16,-1,1,5.51091059616309e-16
"30",2015-12-08 19:00:00,8058.70010842069,10.2,"02","4","2",5.33333333333333,9.89989937539779,0,0,-0.965925826289068,0.25881904510252,-0.499999999999999,-0.866025403784439,0.707106781186549,-0.707106781186546
"31",2015-12-08 20:00:00,7881.08566977514,9.6,"02","5","2",4.26666666666667,8.1498872696497,0,0,-0.866025403784439,0.5,-0.866025403784439,-0.5,6.12323399573677e-16,-1
"32",2015-12-08 21:00:00,8961.20347478834,9.1,"02","5","2",4.76666666666667,8.07879907808181,0,0,-0.707106781186548,0.707106781186547,-1,-4.28626379701574e-16,-0.707106781186548,-0.707106781186547
"33",2015-12-08 22:00:00,7387.650557413,8.9,"02","5","2",4.96666666666667,8.01340698841073,0,0,-0.5,0.866025403784438,-0.866025403784439,0.499999999999999,-1,-2.44991257893129e-15
"34",2015-12-08 23:00:00,6865.90814389172,9.3,"02","5","2",4.56666666666667,7.94098412125838,0,0,-0.258819045102521,0.965925826289068,-0.5,0.866025403784439,-0.707106781186549,0.707106781186546
"35",2015-12-09 00:00:00,7220.58197606204,9.3,"01","0","3",3.36666666666667,6.67008300253991,0,0,0,1,0,1,0,1
"36",2015-12-09 01:00:00,7898.29206851893,9.2,"01","0","3",3.46666666666667,6.6027728561204,0,0,0.258819045102521,0.965925826289068,0.5,0.866025403784439,0.707106781186547,0.707106781186548
"37",2015-12-09 02:00:00,7479.78804746037,9.1,"01","0","3",3.56666666666667,6.53897822853211,0,0,0.5,0.866025403784439,0.866025403784439,0.5,1,6.12323399573677e-17
"38",2015-12-09 03:00:00,7813.9252101623,9.8,"01","0","3",2.86666666666667,6.46181566113207,0,0,0.707106781186547,0.707106781186548,1,6.12323399573677e-17,0.707106781186548,-0.707106781186547
"39",2015-12-09 04:00:00,7999.31028049858,9.9,"01","1","3",7.83333333333333,11.4508399005332,0,0,0.866025403784439,0.5,0.866025403784439,-0.5,1.22464679914735e-16,-1
"40",2015-12-09 05:00:00,8188.58066668024,10.2,"01","1","3",7.53333333333333,11.3685252985613,0,0,0.965925826289068,0.258819045102521,0.5,-0.866025403784439,-0.707106781186547,-0.707106781186548
"41",2015-12-09 06:00:00,7950.46630987106,10.3,"01","1","3",7.43333333333333,11.2858390912138,0,0,1,6.12323399573677e-17,1.22464679914735e-16,-1,-1,-1.83697019872103e-16
